lemma_key	status	token_count	text_count	text_counts	lemma_hints	zazaki_variants	lerch_variants	context_gloss_hints	glossary_entries	glossary_match_sources	example_ref	example_token_zazaki	example_token_lerch	example_line_zazaki	example_line_lerch
agaleri	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	agaleri	Ağalêri	Aγáleri	the aghas			ali-agha-ladi-kelhani:a02_l03:2	Ağalêri	Aγáleri	lazim nyû. Ağalêri Sivani ci giryay şi kêy xoê. Qasim ağa, 'Hasan	lazím ńu. Aγáleri Sivā́ni d̮i giríai šī kei χóe. Qasím aγá, Hʿasán
agalerim	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	agalerim	ağalêrim	ā́γálerim.	my aghas			kauge-nyerib-u-hyeni:h08_l03:10	ağalêrim	ā́γálerim.	'hêta nyêmiri twêri çı çinyû. Xalef ağa va kê: afêrêm ağalêrim.	h̔éta ńémiri túeri t̮i̥ t̮íńu. Χalé̱f aγá vā ke: āferém ā́γálerim.
agani	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	agani	ağani	aγā́ni	aghas			kauge-nyerib-u-hyeni:h09_l05:4	ağani	aγā́ni	Daqma begi 'haber erşawûtê ağani Zıriki, va kê: byêri mênû	Dáqma bé̱gi h̔abé̱r e̱ršau’úte aγā́ni Zí̥riki, vā ke: byẹ̄́ri ménu
age	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	age	agê	āge-	returned			degirmenci-ve-tilki:mf03_l10:10	agê	āge-	Paşay Mısri yaw qati kincan da lwê. Lwê kinci gêrawti, agê-	Pašaí Mí̥sri yau qáti kind̮ā́n dā lúe. Lúe kínd̮i geraúti, āge-
ail	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	ail	aylana	aílāna	child/family; PL; EZ/OBL			ali-agha-ladi-kelhani:a04_l10:0	aylana	aílāna	aylana dês û hêyşt teni merdümi ğaribana 'hetya byêri beri we-	aílāna des u heíšt té̱ni me̱rdṳ́mi γaribā́na h̔é̱tia bíeri bé̱ri we̱-
akeragi	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	akeragi	Akêragi	Akerā́gi,	Akeragı			gespraech-mit-hassan:h01_l11:6	Akêragi	Akerā́gi,	Mıstang, Sayêrê, Abasa, Wis'hêyn, 'Haspêg, Sêraçyori, Akêragi,	Mí̥stāṅ, Sáyere, Ábasa, Wísh̔ein, Hʿaspéǵ, Serat̮yó̤ri, Akerā́gi,
aldun	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	aldun	Aldûn	Aldū́n,	Aldun			gespraech-mit-hassan:h01_l09:4	Aldûn	Aldū́n,	mêk, Bılıkê, Melêkang, Mark, Aldûn, Gewêl, Kasan, 'Hoêna, Sa-	méḱ, Bi̥lí̥ke, Me̱lekā́ṅ, Marḱ, Aldū́n, Ge̱wél, Kasán, Hʿóena, Sā́-
alduni	low_frequency_unmatched	2	1	gespraech-mit-hassan:2	alduni	Aldûni	Aldū́ni	Aldun			gespraech-mit-hassan:h01_l13:2	Aldûni	Aldū́ni	Sıpyerdışi dewe Aldûni qamû?	Si̥pye̱rdí̥ši dé̱we̱ Aldū́ni qā́mu?
alia	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	alia	Alya	Alía	Ali			gespraech-mit-hassan:h02_l03:1	Alya	Alía	Mistêfa Alya sıpyerdışû.	Mistefā́ Alía si̥pye̱rdí̥šu.
altunene	low_frequency_unmatched	1	1	uc-kardes-masali:1	altunene	altûnyênêdê	altúńenede	gold; LOC			uc-kardes-masali:tb08_l13:6	altûnyênêdê	altúńenede	yaw şimşyêri dyewi estû 'ha kalanya altûnyênêdê 'ha qûlavi myandê,	yau šimšyẹ̄́ri d́é̱wi é̱stu h̔a kalā́nia altúńenede h̔a qulā́vi myā́nde,
amau	low_frequency_unmatched	2	1	goin-puhu-kusunun-hikayesi:2	amau	amaw	āmaú,	come			goin-puhu-kusunun-hikayesi:g02_l12:3	amaw	āmaú,	ekê bêray mê amaw, ez zana weşû, 'hêyrkê bêray mê nyamaw ez	é̱k’e beraí me āmaú, e̱z zā́na wé̱šu, h̔eirke beraí me ńāmaú e̱z
ameiye	low_frequency_unmatched	2	1	kauge-nyerib-u-hyeni:2	ameiye	amêyê	āmeíye; āmeíye,	has come			kauge-nyerib-u-hyeni:h03_l01:6	amêyê	āmeíye	'hadre kêri, qam rocûkê 'Hyênêra 'haberê amêyê ma kawğe kêni.	h̔adré̱ kéri, qām rṓd̮uke Hʿyẹ̄́nera h̔abé̱re āmeíye mā kauγé̱ kén’i.
amenet	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	amenet	amênêt	amenét	plea			ali-agha-ladi-kelhani:a02_l11:0	amênêt	amenét	amênêt kêna. Ali ağa va kê: ağa, mê me'hêpinê, ez çêkanê xoê	amenét kén’a. Áli aγá vā ke: aγá, me me̱h̔épine, e̱z t̮ékāne χóe
anei	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	anei	anêy	aneí	-shepherds			kauge-nyerib-u-sivani:s05_l02:0	anêy	aneí	anêy Nyêrbican pyêrû kişti, pesi cinê pyêrû ard.	aneí Ńerbid̮ān pyéru kíšti, pé̱si d̮īne pyéru ārd.
anu	low_frequency_unmatched	2	1	uc-kardes-masali:2	anu	anû	ā́nu	brings			uc-kardes-masali:tb03_l06:4	anû	ā́nu	enoê merdüm enyê kağiti anû kêyê, mıri serêy enyê merdwomi	ḗ̱n’oe me̱rdṳ́m ḗ̱n’ie kaγíti ā́nu keíye, mí̥ri sé̱rei ḗ̱n’ie me̱rduómi
aqili	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	aqili	aqıli	āqí̥li	mind			degirmenci-ve-tilki:mf04_l14:3	aqıli	āqí̥li	metêrsê, ez nyêvêrdana, aqıli vindê, paşay Mısri nêkay ame zerê,	mé̱terse, e̱z ńeverdā́na, āqí̥li vínde, pašai Mí̥sri nekaí āmé̱ zé̱re,
arda	low_frequency_unmatched	1	1	uc-kardes-masali:1	arda	arda	ā́rda	flour			uc-kardes-masali:tb08_l06:4	arda	ā́rda	ez dyan, ez gêrawta arda bısta enoê zêyndan. 'Hasanêki bêrai	e̱z dían, e̱z geraúta ā́rda bi̥stā ḗ̱n’oe zeindā́n. H̔asanéki berá’i
ardu	low_frequency_unmatched	1	1	uc-kardes-masali:1	ardu	ardû	árdu,	brought			uc-kardes-masali:tb04_l06:2	ardû	árdu,	nang miri ardû, mê ena kağit nyênoşt bê, ekê miri 'Hasanêki serê	nāṅ míri árdu, me ḗ̱n’a kaγít ńeno̤št bẹ̄, é̱ke míri H̔asanéki sé̱re
are	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	are	arê	āre-	miller			degirmenci-ve-tilki:mf02_l08:10	arê	āre-	va kê: tı mêri swangd bwanê. Lûê arêwangçiri swangd wend, arê-	vā ke: ti̥ méri suáṅd buáne. Lú’e ārewāṅt̮íri suáṅd we̱nd, āre-
arewantia	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	arewantia	arêwangçya	ārewāṅt̮ía,	miller			degirmenci-ve-tilki:mf02_l05:4	arêwangçya	ārewāṅt̮ía,	kê: ez yaw merdümû arêwangçya, tı mêri çitay kêynay paşadê	ke: e̱z yau me̱rdṳ́mu ārewāṅt̮ía, ti̥ méri t̮itaí keínai pašáde
arewantiyu	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	arewantiyu	arêwangçiyû	ārewāṅt̮íyu.	is a miller			degirmenci-ve-tilki:mf04_l06:6	arêwangçiyû	ārewāṅt̮íyu.	enoê paşa nyû, qamêk va: enoê arêwangçiyû. Lwê agêray cigêray,	ḗ̱n’oe pašá ńu, qāmek vā: ḗ̱n’oe ārewāṅt̮íyu. Lúe āgeraí d̮igeraí,
areye	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	areye	arêyê	āréye,	mill			degirmenci-ve-tilki:mf01_l03:3	arêyê	āréye,	sêbah werişt, ame arêyê, awnyaykê ardi mêsahıdi çınyi; aya şawê	sebáh we̱ríšt, āmé̱ āréye, auńaíke ā́rdi mesáhi̥di t̮í̥ńi; áya šaú’e
ari	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	ari	ari	ārí	mill			degirmenci-ve-tilki:mf01_l02:4	ari	ārí	nayni. Roc yêkê beri ari qafêlna şê kêyê, şawê kêyê ra kawt,	naíni. Rōd̮ yéke bé̱ri ārí qáfelnā šẹ̄ keíye, šaú’e keíye rā kaut,
arye	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	arye	aryê	ā́rye	together			ali-agha-ladi-kelhani:a02_l14:9	aryê	ā́rye	wênd. Ali ağay çêki xoê çêhêr hemê lacana xoê aryê kerdi, day Qasim	wend. Áli aγaí t̮éki χóe t̮ehér hé̱me lad̮ā́na χóe ā́rye ké̱rdi, dai Qasím
aseni	low_frequency_unmatched	1	1	uc-kardes-masali:1	aseni	asêni	asén’i	appeared			uc-kardes-masali:tb01_l06:7	asêni	asén’i	cyay seri yaw koy, awnyay yaw dêyştê, asêni pirû ğalêa. 'Hasanêki	d̮iaí sé̱ri yau koi, auńaí yau deíšte, asén’i pī́ru γaléa. Hʿasanéki
asiranu	low_frequency_unmatched	2	1	kauge-nyerib-u-sivani:2	asiranu	aşiranû	aširā́nu,	tribal			kauge-nyerib-u-sivani:s02_l10:6	aşiranû	aširā́nu,	Enoê kawğe Tırkan nyû, enoê kawğê aşiranû, tı byê xoêri vyênê.	Ḗ̱n’oe kauγé̱ Ti̥rkā́n ńu, ḗ̱n’oe kauγé aširā́nu, ti̥ bye χóeri vyén’e.
asmi	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	asmi	aşmi	āšmi	month			kauge-nyerib-u-hyeni:h03_l05:1	aşmi	āšmi	Kê aşmi mênd, Daqma begi 'Hyêni 'habêrê erşawûtê Nyêribû	Ke āšmi mend, Dáqma bé̱gí Hʿyẹ̄́ni h̔abére e̱ršau’úte Ńeríbu
aspar	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	aspar	aspar	aspā́r,	horse			ali-agha-ladi-kelhani:a02_l08:7	aspar	aspā́r,	Qasim ağa 'hêt. Qasim ağa werişt bê aspar, kawta eskêri vêr,	Qasím aγá h̔ēt. Qasím aγá we̱ríšt be aspā́r, kaúta e̱skéri ver,
auda	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	auda	Awca	Aúd̮a	at once			goin-puhu-kusunun-hikayesi:g04_l09:2	Awca	Aúd̮a	goinê kêri. Awca bi yaw goinê, fêrayê, şi.	gō’íne kéri. Aúd̮a bī yau gō’íne, ferā́ye, šī.
aue	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	aue	Awê	Aú’e	those			gespraech-mit-hassan:h03_l13:7	Awê	Aú’e	û Sivani mê di, ez tedê bya. Awê kawğei aşiranû. Ez kawğe	u Sivā́ni me dī, e̱z té̱de bía. Aú’e kauγé̱’i aširā́nu. E̱z kauγé̱
auki	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	auki	awki	aúki	stream			goin-puhu-kusunun-hikayesi:g04_l07:9	awki	aúki	sera şay, bêray twê merdû. Kêynêk bermayê, amêy, şi awki vêr,	sé̱ra šai, beraí túe mé̱rdu. Keínek be̱rmáye, āmeí, ši aúki ver,
aunaike	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	aunaike	awnyaykê	auńaíke	saw that			degirmenci-ve-tilki:mf01_l03:4	awnyaykê	auńaíke	sêbah werişt, ame arêyê, awnyaykê ardi mêsahıdi çınyi; aya şawê	sebáh we̱ríšt, āmé̱ āréye, auńaíke ā́rdi mesáhi̥di t̮í̥ńi; áya šaú’e
aunaya	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	aunaya	awnyaya	auńáya	I saw			degirmenci-ve-tilki:mf03_l02:7	awnyaya	auńáya	mê yaw kerre tepişt pa vênerta, ez awnyaya yaw dest ame gna mê	me yau ké̱re̱ te̱píšt pa vené̱rta, e̱z auńáya yau de̱st āmé̱ gnā me
avdelan	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	avdelan	Avdêlang	Ávdelāṅ,	Avdelan			gespraech-mit-hassan:h01_l10:6	Avdêlang	Ávdelāṅ,	ma, Emêra, Şêkêra, 'Hêylang, Bazyang, Mala-İbrahimang, Avdêlang,	ma, É̱merā, Šékera, Hʿeílāṅ, Báziāṅ, Mála-Ibrahimā́ṅ, Ávdelāṅ,
avdula	low_frequency_unmatched	2	1	gespraech-mit-hassan:2	avdula	Avdûla	Avdúla	Avdula			gespraech-mit-hassan:h03_l11:6	Avdûla	Avdúla	ez tedê bya; kawğei Sivani û Avdûla begi mê di, ez tedê bya;	e̱z té̱de bía; kauγé̱’i Sivā́ni u Avdúla bé̱gi me dī, e̱z té̱de bía;
aye	low_frequency_unmatched	2	1	uc-kardes-masali:2	aye	ayê	áye; ā́ye	that			uc-kardes-masali:tb03_l02:6	ayê	áye	enoê rayêr bıgi, şwê, bawni seri ayê koy, kûnaği mê 'ha ayê koyû,	ḗ̱n’oe rayér bi̥ǵí, šúe, baúni sé̱ri áye koi, kunáγi me h̔a ā́ye kóyu,
ba	low_frequency_unmatched	1	1	uc-kardes-masali:1	ba	ba	bā-	with			uc-kardes-masali:tb09_l06:10	ba	bā-	'Hasanêk werişt şê qûnaği dyewi gêyra, cay dyewi di, bıni ba-	H̔asanék we̱ríšt šẹ̄ qunāγi d́é̱wi geírá, d̮ai d́é̱wi dī, bí̥ni bā-
bahtede	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	bahtede	ba'htêdê	bah̔tẹ̄́de	unfortunate			ali-agha-ladi-kelhani:a03_l05:10	ba'htêdê	bah̔tẹ̄́de	kê: 'halo xancêray mê bıdê, ez zana, tê xaini, byê ba'htêdê tı ma	ke: h̔álō χand̮érai me bi̥dé, e̱z zána, te χa’íni, bye bah̔tẹ̄́de ti̥ mā
bana	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	bana	bana	bā́na	houses			kauge-nyerib-u-sivani:s05_l01:5	bana	bā́na	kêri Adûlah ağay pêyra kawt, bana dewi pyêrû taalan kerdi, sû-	kéri Adúl’ah aγái peíra kaut, bā́na dé̱wi pyéru tá’alan ké̱rdi, su-
bauke	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	bauke	bawkê	baúke	father			ali-agha-ladi-kelhani:a04_l05:9	bawkê	baúke	aya xancêri kişti. A'hmêd kişya. 'Hiryê heme bêrai A'hmêdi bawkê	áya χand̮éri kíšti. Ah̔méd kíšya. Hʿī́rye hé̱me̱ berá’i Ah̔médi baúke
baxsi	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	baxsi	baxşi	báχši	granted			kauge-nyerib-u-sivani:s05_l15:7	baxşi	báχši	kê tê amêy mê Xalef ağa kerd baxşi twê. 'Haydêr ağay lawna Av-	ke te āmeí me Χalé̱f aγá ke̱rd báχši túe. Hʿaidér aγái launā́ Av-
bazian	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	bazian	Bazyang	Báziāṅ,	Bazian			gespraech-mit-hassan:h01_l10:4	Bazyang	Báziāṅ,	ma, Emêra, Şêkêra, 'Hêylang, Bazyang, Mala-İbrahimang, Avdêlang,	ma, É̱merā, Šékera, Hʿeílāṅ, Báziāṅ, Mála-Ibrahimā́ṅ, Ávdelāṅ,
behapeini	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	behapeini	bê'hapêyni	beh̔apeíni,	deceive			ali-agha-ladi-kelhani:a01_l08:11	bê'hapêyni	beh̔apeíni,	Ali ağay byari daw. Qasim ağa va kê: ma Ali ağay bê'hapêyni, ma	Áli aγaí biā́ri dau. Qasím aγá vā ke: mā Áli aγaí beh̔apeíni, mā
behti	low_frequency_unmatched	2	1	kauge-nyerib-u-sivani:2	behti	bê'hti; be'hti	beh̔ti; bé̱h̔ti	protection			kauge-nyerib-u-sivani:s05_l04:4	bê'hti	beh̔ti	ağara va: ez kawta bê'hti twê, Avdûlah ağay Kelang eskêri mê pyêrû	aγára vā: e̱z kaúta beh̔ti túe, Avdúl’ah aγái Ké̱lāṅ é̱skéri me pyéru
berara	low_frequency_unmatched	1	1	uc-kardes-masali:1	berara	bêrara	berára	before			uc-kardes-masali:tb07_l01:5	bêrara	berára	Bêray 'Hasanêki werişti, 'Hasanêk kawt bêrara ver, şi çêhêr	Beraí H̔asanéki we̱ríšti, H̔asanék kaut berára ve̱r, šī t̮ehér
berarani	low_frequency_unmatched	1	1	uc-kardes-masali:1	berarani	bêrarani	berarā́ni	to his brothers			uc-kardes-masali:tb07_l03:7	bêrarani	berarā́ni	stang, bêray xoê berdi çarşû, va kê bêrarani xoêra: xoêri kancawkê	stā́ṅ, beraí χóe bé̱rdi t̮āršū́, vā ke berarā́ni χóera: χóeri kand̮aúke
berde	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	berde	berdê	bé̱rde,	took			goin-puhu-kusunun-hikayesi:g04_l04:4	berdê	bé̱rde,	nyay xoê têra kêrd, berdê, êyştê zêyndang. Way lacêki golikana	niai χóe terá kerd, bé̱rde, eíšte zeindā́ṅ. Wai lā́d̮eki gōlikā́na
berma	low_frequency_unmatched	1	1	uc-kardes-masali:1	berma	berma	be̱rmā́.	wept			uc-kardes-masali:tb07_l06:0	berma	be̱rmā́.	berma. 'Hasanêki va kê: bêra tû qawvi bermêni? Alah kêrimû.	be̱rmā́. H̔asanéki vā ke: berá tu qaúvi be̱rmén’i? Aláh kerī́mu.
bermai	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	bermai	bermay	be̱rmaí.	cried			degirmenci-ve-tilki:mf02_l03:4	bermay	be̱rmaí.	erzya lûê têpiştê, lûê bermay. Lûê va kê arêwangçira: tê mê	e̱rzia lú’e tepíšte, lú’e be̱rmaí. Lú’e vā ke ārewāṅt̮íra: te me
bermaye	low_frequency_unmatched	2	1	goin-puhu-kusunun-hikayesi:2	bermaye	bermayê	be̱rmáye,	wept			goin-puhu-kusunun-hikayesi:g03_l07:8	bermayê	be̱rmáye,	dê di bê, ek bêray xoê kiştû, amêy, bermayê, mêra va kê: baw,	de dī be, e̱k beraí χóe kíštu, āmeí, be̱rmáye, méra vā ke: bau,
bermeni	low_frequency_unmatched	1	1	uc-kardes-masali:1	bermeni	bermêni	be̱rmén’i?	are you crying?			uc-kardes-masali:tb07_l06:7	bermêni	be̱rmén’i?	berma. 'Hasanêki va kê: bêra tû qawvi bermêni? Alah kêrimû.	be̱rmā́. H̔asanéki vā ke: berá tu qaúvi be̱rmén’i? Aláh kerī́mu.
bestia	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	bestia	bestya	bé̱stia	was breaking			kauge-nyerib-u-hyeni:h04_l08:1	bestya	bé̱stia	Şefak bestya bıroşt 'habêr erşawûtê Nyêrib Xalef ağayri va kê: têrês,	Še̱fák bé̱stia bi̥rōšt h̔abér e̱ršau’úte Ńeríb Χalé̱f aγáiri vā ke: terés,
bidu	low_frequency_unmatched	1	1	uc-kardes-masali:1	bidu	bıdû	bi̥dú	give			uc-kardes-masali:tb03_l13:2	bıdû	bi̥dú	ver kû, bıdû 'Hasanêkira, 'Hasanêki emşoê wa kêynay pilê 'het ra	ve̱r ku, bi̥dú H̔asanékira, H̔asanéki ḗ̱mšoe wa keínai pī́le h̔e̱t rā
bigeru	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	bigeru	bigêrû	biǵeru,	take			degirmenci-ve-tilki:mf05_l06:1	bigêrû	biǵeru,	maç bigêrû, nyêzana rayêr qancaw. Lwê paût, arêwangçi nyawme,	mā́t̮ biǵeru, ńézana rayér qānd̮aú. Lúe pa’út, ārewāṅt̮í ńaúme̱,
bigu	low_frequency_unmatched	2	1	uc-kardes-masali:2	bigu	bigû	biǵú,	take			uc-kardes-masali:tb04_l11:5	bigû	biǵú,	ez nêkay nûsêna, dana twê, bigû, şwê, bıdê cênyay mê, ena gêlankê	e̱z nekaí nusén’a, dā́na túe, biǵú, šúe, bi̥dé d̮éniai me, ḗ̱n’a gelāṅke
bilike	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	bilike	Bılıkê	Bi̥lí̥ke,	Bılıko			gespraech-mit-hassan:h01_l09:1	Bılıkê	Bi̥lí̥ke,	mêk, Bılıkê, Melêkang, Mark, Aldûn, Gewêl, Kasan, 'Hoêna, Sa-	méḱ, Bi̥lí̥ke, Me̱lekā́ṅ, Marḱ, Aldū́n, Ge̱wél, Kasán, Hʿóena, Sā́-
bine	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	bine	bınê	bí̥ne	side			ali-agha-ladi-kelhani:a04_l02:2	bınê	bí̥ne	day 'hali bınê çici raştirû. 'Hal kawt. A'hmêdi xancêri 'halira vetê,	dai h̔ā́li bí̥ne t̮íd̮i rā́štiru. Hʿāl kaut. Ah̔médi χand̮éri h̔ā́lira vé̱te,
bini	low_frequency_unmatched	2	1	uc-kardes-masali:2	bini	bini; bıni	bíni; bí̥ni	above			uc-kardes-masali:tb08_l14:6	bini	bíni	caw kê dyaw ra kwênû, 'ha bini seri dyewidê şimşyêri dyewi bıgê,	d̮aú ke d́au rā kuén’u, h̔a bíni sé̱ri d́é̱wide šimšyẹ̄́ri d́é̱wi bi̥gé,
birmena	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	birmena	bırmêna	bi̥rmén’a.	cut off			kauge-nyerib-u-sivani:s04_l01:4	bırmêna	bi̥rmén’a.	cû'hi nyêvêrdana, heminê serê bırmêna. Avdûlah ağay 'habêr er-	d̮úh̔i ńeverdā́na, hé̱mine sé̱re bi̥rmén’a. Avdúl’ah aγái h̔abér e̱r-
birost	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	birost	bıroşt	bi̥rōšt	became light			kauge-nyerib-u-hyeni:h04_l08:2	bıroşt	bi̥rōšt	Şefak bestya bıroşt 'habêr erşawûtê Nyêrib Xalef ağayri va kê: têrês,	Še̱fák bé̱stia bi̥rōšt h̔abér e̱ršau’úte Ńeríb Χalé̱f aγáiri vā ke: terés,
bista	low_frequency_unmatched	1	1	uc-kardes-masali:1	bista	bısta	bi̥stā	thrown			uc-kardes-masali:tb08_l06:5	bısta	bi̥stā	ez dyan, ez gêrawta arda bısta enoê zêyndan. 'Hasanêki bêrai	e̱z dían, e̱z geraúta ā́rda bi̥stā ḗ̱n’oe zeindā́n. H̔asanéki berá’i
bisti	low_frequency_unmatched	1	1	uc-kardes-masali:1	bisti	bısti	bi̥stī	thrown			uc-kardes-masali:tb08_l04:9	bısti	bi̥stī	Bêrai xoê Şabanira va kê: bêra, qami tê ardi bısti enoê zêyndan.	Berá’i χóe Šabánira vā ke: berá, qā́mi te ā́rdi bi̥stī ḗ̱n’oe zeindā́n.
bisu	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	bisu	bışû	bi̥šú,	wash yourself			degirmenci-ve-tilki:mf03_l12:7	bışû	bi̥šú,	şadê Mısri wayştê, warzê, şwê 'hemam, xoê bışû, temiz kê, byê,	šáde Mi̥sri waíšte, wárze, šúe h̔é̱m’ām, χóe bi̥šú, te̱míz ke, bye,
bitine	low_frequency_unmatched	1	1	uc-kardes-masali:1	bitine	bıçinê	bi̥t̮íne.	cut			uc-kardes-masali:tb02_l13:1	bıçinê	bi̥t̮íne.	rêm, bıçinê. Dyaw vınert 'Hasanêki 'het, 'Hasanêkira va: laci mê,	rem, bi̥t̮íne. D́au vi̥né̱rt H̔asanéki h̔e̱t, H̔asanékira vā: lā́d̮i me,
bitini	low_frequency_unmatched	1	1	uc-kardes-masali:1	bitini	bitini	bitíni,	cut			uc-kardes-masali:tb01_l07:9	bitini	bitíni,	va bêrar yêni: warzi, ma şyêri yalêy êna dêyştê bitini, hêlbêt	vā berār yéni: wārzi, mā šyéri yaleí én’a deíšte bitíni, helbét
bizane	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	bizane	bızanê	bi̥zā́ne	know			goin-puhu-kusunun-hikayesi:g03_l01:6	bızanê	bi̥zā́ne	rêna, ekê mê bêray twê di, bızanê kê: ek cênyay mê şımadê	rén’a, é̱k’e me beraí túe dī, bi̥zā́ne ke: e̱k d̮éniai me ši̥máde
bobu	low_frequency_unmatched	1	1	uc-kardes-masali:1	bobu	bobû	bo̤bú.	will be			uc-kardes-masali:tb01_l05:5	bobû	bo̤bú.	kar bıkêri, pêy dabaray ma bobû. Enyê hiryê hemê weristi şi, ve-	kār bi̥kérí, pei dabā́rai ma bo̤bú. Ḗ̱n’ie hī́rye hé̱me we̱rísti ši, ve̱-
buane	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	buane	bwanê	buáne.	give			degirmenci-ve-tilki:mf02_l08:5	bwanê	buáne.	va kê: tı mêri swangd bwanê. Lûê arêwangçiri swangd wend, arê-	vā ke: ti̥ méri suáṅd buáne. Lú’e ārewāṅt̮íri suáṅd we̱nd, āre-
buer	low_frequency_unmatched	1	1	uc-kardes-masali:1	buer	bwêr	búer	brown			uc-kardes-masali:tb03_l14:8	bwêr	búer	kû, sêba ena pilaw byarû. Cênyay dyewi gay bwêr serê bırna, goşti	ku, sebā́ ḗ̱n’a pilaú biáru. D̮éniai d́é̱wi gai búer sé̱re bi̥rnā́, gṓšti
byeru	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	byeru	byêrû	byẹ̄́ru	comes			degirmenci-ve-tilki:mf03_l09:0	byêrû	byẹ̄́ru	byêrû tya, ez twêri 'haberê ana.	byẹ̄́ru tía, e̱z túeri h̔abé̱re āna.
dabarai	low_frequency_unmatched	1	1	uc-kardes-masali:1	dabarai	dabaray	dabā́rai	livelihood			uc-kardes-masali:tb01_l05:3	dabaray	dabā́rai	kar bıkêri, pêy dabaray ma bobû. Enyê hiryê hemê weristi şi, ve-	kār bi̥kérí, pei dabā́rai ma bo̤bú. Ḗ̱n’ie hī́rye hé̱me we̱rísti ši, ve̱-
dade	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	dade	cadê	d̮āde	corpse			kauge-nyerib-u-hyeni:h02_l03:9	cadê	d̮āde	têra gêrawt, pêy seri merdümi 'Hyênici têra kerd kişt, cadê	terá geraút, pei sé̱ri me̱rdṳ́mi Hʿyẹ̄́nid̮i terá ke̱rd kišt, d̮āde
dare	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	dare	Darê	Dā́re	trees			gespraech-mit-hassan:h02_l11:0	Darê	Dā́re	Darê tüyêra estû, sayêr estû, mişmişyêr estû, xawxir, he-	Dā́re tṳ́yera é̱stu, sayér é̱stu, mišmišyẹ̄́r é̱stu, χauχir, he̱-
dauai	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	dauai	daway	daú’ai	of the village			ali-agha-ladi-kelhani:a01_l01:8	daway	daú’ai	Ali ağa laci Kêlhani mirêy na'hêy Karbegani. Namêy daway	Áli aγá lā́d̮i Kelháni mírei nah̔eí Karbe̱gā́ni. Nameí daú’ai
dauz	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	dauz	Dawzra	Daúzra	Dauz; ABL			kauge-nyerib-u-hyeni:h01_l02:7	Dawzra	Daúzra	Veri coan yaw merdüm Nyêribra werişt şê Dawzra agêyra,	Vé̱ri d̮ṓan yau me̱rdṳ́m Ńeríbra we̱ríšt šẹ̄ Daúzra ageíra,
