priority	issues	entry_id	entry_display	entry_search	parent	parent_search	entry_type	entry_review_status	definition_en_review_status	definition_tr_source	definition_de	definition_en	definition_tr	raw_headword	source_page	source_row_idx	suggested_next_step
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p217_r0526:entry	fek	fek	fek	fek	word	headword_parented	matched_headword	matched_dezd_headword	feg, Mund. feg veld’i, gähnte,	mouth	ağız	fek	217	526	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p204_r0176:entry	ga	ga	ga	ga	word	headword_parented	matched_headword	matched_dezd_headword	Stier. Vgl. Krin. ga, ge. gai büeri, brauner Stier, gai suri, rother Stier,	ox, bullock	öküz (kısırlaştırılmış boğa)	ga	204	176	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p204_r0184:entry	gil	gil	gıl	gil	word	headword_parented		matched_dezd_headword	Ast. gile = g|2ik.		1) dal 2) uç, zirve	gil	204	184	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p204_r0189:entry	göst	gost	goşt	gost	word	headword_parented	matched_headword	matched_dezd_headword	Fleisch. Vgl. Krm. göst.	meat	et	göst	204	189	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p200_r0080:entry	hak	hak	hak	hak	word	headword_parented	matched_headword	matched_dezd_headword	Ei. Vgl. Krm. hek.	egg	yumurta	hak	200	80	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p201_r0107:entry	hema	hema	hema	hema	word	headword_parented	matched_headword	manual_override	aber	however; only	ancak	hema	201	107	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p201_r0108:entry	heme	heme	heme	heme	word	headword_parented		matched_dezd_headword	hennue, alle,		1) hep(si), genel, herkes 2) mama, yemek, yiyecek (çocuk dilinde)	heme	201	108	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p201_r0104:entry	hengi	hengi	hıng, heng	hing heng	word	headword_parented		matched_harun_headword	Biene. Vgl. Krm. hingtV, Honig,		arı, bal arısı	hengi	201	104	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p200_r0095:entry	hers	hers	hêrs	hers	word	headword_parented	matched_headword	matched_dezd_headword	böse. Vgl. Krm. hirs.	anger, rage, fury	öfke, sinir, kızgınlık,, şiddetli istek	hers	200	95	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p200_r0083:entry	häl	hal	hâl	hal	word	headword_parented		matched_dezd_headword	(arab. jU), Zustand. ön’a Mle, dieses Mal, 77.12. Ml, Onkel von mütterlicher Seite. Vocat. hälö, 63.7. Mia, Tante von mütterlicher Seite, habür, (arab._^i), Nachricht, Bot- schaft. habür ersau’üte, benachrich- tigte, 62.12-13. ;		hâl 1) durum 2) tutum, tavır 3) şimdiki zaman, içinde yaşanılan zaman 4) takat 5) kötü durum, sıkıntı, dert	häl	200	83	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p202_r0125:entry	kar	kar	kar	kar	word	headword_parented	matched_headword	matched_dezd_headword	Arbeit; cf. Krm. s. ead. v. kar kena, (ich)arbeite; s. kün’a.	1) work, activity 2) profit	1) çalışma, iş, eylem 2) kâr, kazanç	kar	202	125	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p202_r0141:entry	ke	ke	ke	ke	word	headword_parented	matched_headword	matched_dezd_headword	dass.	1) so that, that, after, when 2) do, make	1) ki, eğer, şayet, ise, -diğini/-diğine, -eceğini/-eceğine, -dikten sonra 2) et	ke	202	141	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p202_r0140:entry	kebäb	kebab	kebab	kebab	word	headword_parented		matched_harun_headword	Braten,		kebap	kebäb	202	140	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p203_r0149:entry	ken'a	kena	kerdene	kerdene	word	headword_parented	matched_headword	manual_override	(ich) mache	to do; to make	yapmak, etmek	ken'a	203	149	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p203_r0148:entry	kenär	kenar	kınar	kinar	word	headword_parented	matched_headword	matched_dezd_headword	Seile, Gegend. Vgl. npers: jbf.	edge	kenar	kenär	203	148	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p202_r0139:entry	kerge	kerge	kerge	kerge	word	headword_parented	matched_headword	matched_dezd_headword	Huhn. G: kurka yallina che cova; s. PZ. IV 26, 27. kergai mjsri, Truthenne,	chicken	tavuk	kerge	202	139	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p203_r0150:entry	ki	ki	kerdene	kerdene	word	headword_parented	matched_headword	manual_override	(du) machst	to do; to make	yapmak, etmek	ki	203	150	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p203_r0159:entry	kift	kift	kıft	kift	word	headword_parented		matched_harun_headword	Schulter.		omuz	kift	203	159	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p203_r0155:entry	Kird	kird	Kırd	kird	word	headword_parented		matched_dezd_headword	Kurde,		bazışafi zazaların (Bingöl, Palu, Lice) kırdki dil tanımının yanında kullandıklarıkimlik tanımı	Kird	203	155	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p203_r0173:entry	kütik	kutik	kutık	kutik	word	headword_parented	matched_headword	matched_dezd_headword	Hund. Vgl. Krm. kütik, kuti.	dog	köpek	kütik	203	173	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p216_r0495:entry	mal	mal	mal	mal	word	headword_parented		matched_dezd_headword	(ar. JL), Eigenlhum, Haus.		1) büyükbaş hayvan 2) mal, mülkiyet, eşya 3) büyükbaş hayvan sürüsü 4) aşağılık, bayağıkötü kimse 5) aptal veya saf kimse	mal	216	495	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p216_r0493:entry	mar	mar	mar	mar	word	headword_parented	matched_headword	matched_dezd_headword	Schlange; s. Krip. mar.	snake	yılan	mar	216	493	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p216_r0492:entry	mast	mast	mast	mast	word	headword_parented	matched_headword	matched_dezd_headword	saure Milch,	yog(h)urt	yoğurt	mast	216	492	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p216_r0506:entry	mebere	mebere	berdene	berdene	word	headword_parented	matched_headword	manual_override	nimm nicht	to take away; to carry away; to take there	götürmek	mebere	216	506	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p216_r0514:entry	mend	mend	mendene	mendene	word	headword_parented	matched_headword	matched_dezd_headword	blieb, mündi. blieben. yaudSmemend, ein Monat ver- strich, 68.8. Vgl. Krm. ma, mend.	stay	kalmak	mend	216	514	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p216_r0503:entry	merd	merd	merdim	merdim	word	headword_parented	matched_headword	manual_override	Mann	man; person; human; relative	adam; insan; akraba	merd	216	503	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p216_r0507:entry	mevinde	mevinde	mevınde!	mevinde	word	headword_parented	matched_headword	matched_dezd_headword	säume nicht, 67.ii; s. vindün’a. mevindi, säumet nicht, 64.1-2.	do not wait!	bekleme!	mevinde	216	507	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p213_r0412:entry	pa	pa	pa	pa	word	headword_parented		matched_harun_headword	zu.		-e, -a; | ona, onlara	pa	213	412	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p213_r0425:entry	paşt	past	paşt	past	word	headword_parented	matched_headword	manual_override	Schulter	back; rear	sırt, arka	paşt	213	425	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p214_r0443:entry	pel	pel	pel	pel	word	headword_parented		matched_harun_headword	Flügel,		yaprak; | kanat	pel	214	443	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p213_r0429:entry	penir	penir	pendir, penir	pendir penir	word	headword_parented		matched_harun_headword	Käse. Vgl. Krm. pantr, penir.		peynir	penir	213	429	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p214_r0431:entry	pes	pes	pes	pes	word	headword_parented		matched_harun_headword	Vieh,		(koyun, keçi) küçük baş hayvan; | keçi veya koyun sürüsü	pes	214	431	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p214_r0449:entry	pir	pir	pir	pir	word	headword_parented		matched_dezd_headword	alt. \		1) dini lider 2) yaşlı, koca, ihtiyar kimse 3) adamakıllı, iyice 4) herhangi bir konuda, bir meslekte deneyim kazanmış, eskimiş kimse, guru	pir	214	449	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p214_r0445:entry	pird	pird	pırd	pird	word	headword_parented	matched_headword	matched_dezd_headword	Brücke. Vgl. Krm. pir.	bridge	köprü	pird	214	445	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p214_r0455:entry	purt	purt	purt	purt	word	headword_parented	matched_headword	matched_dezd_headword	Pelz, 65.io.	1) feather of birds	1) tüy (kanatlıhayvan tüyü) 2) yün	purt	214	455	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p214_r0457:entry	pya	pya	pia, pıya, pya	pia piya pya	word	headword_parented		matched_harun_headword	der eine und der andere, pya be wesi, jfalai dai pyera, versöhnten sich , tauschten mit einander Ehrenkleider aus, 71.1. pydru mdndi wddede, blieben mit einander ira Hause, 65.2.		birbirine	pya	214	457	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p213_r0426:entry	päsnä	pasna	pasna	pasna	word	headword_parented	matched_headword	matched_dezd_headword	Ferse. Vgl. altb: pashna (Sp.	heel	topuk	päsnä	213	426	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p211_r0373:entry	sa	sa	sa	sa	word	headword_parented	matched_headword	manual_override	was	what	ne	sa	211	373	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p211_r0376:entry	sabün	sabun	sabun	sabun	word	headword_parented	matched_headword	matched_dezd_headword	Seife. sabün kerd, seifte ein, machte Seife au, 56.12.	soap	sabun	sabün	211	376	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p211_r0375:entry	sayer	sayer	sayyer, sayer	sayyer sayer	word	headword_parented		matched_harun_headword	däre sayer, Apfelbaum, 60. t.		elma ağacı	sayer	211	375	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p211_r0377:entry	se	se	se	se	word	headword_parented		matched_harun_headword	1) was.		ne, hangi şey	se	211	377	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p211_r0378:entry	se	se	se	se	word	headword_parented	matched_headword	manual_override	hundert	hundred	yüz, yüz sayısı	se	211	378	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p210_r0356:entry	Seme	seme	şeme	seme	word	headword_parented	matched_headword	matched_dezd_headword	Sonnabend. Vgl. Krm. Sembß.	saturday	cumartesi	Seme	210	356	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p211_r0382:entry	ser	ser	ser	ser	word	headword_parented	matched_headword	matched_dezd_headword	sere, Haupt, Kopf. seri yau koi, auf einem Berge, seri bäni, Hausdach, Hauste- rasse.	1) top, upper 2) top(most), uppermost 3) above	1) üst, üzeri 2) en yüksek nokta, baş 3) ... üstünde	ser	211	382	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p211_r0384:entry	sera	sera	serr	serr	word	headword_parented	matched_headword	manual_override	Jahr	year; age; lifetime	yıl, sene, yaş; ömür	sera	211	384	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p211_r0386:entry	sera	sera	sera	sera	word	headword_parented		matched_harun_headword	wohin, 57. l,		nere, nereye, hangi yere	sera	211	386	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p210_r0354:entry	ses	ses	şeş	ses	word	headword_parented		matched_harun_headword	sechs.		altı	ses	210	354	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p210_r0363:entry	Sia	sia	şiyayene , şiyene	siyayene siyene	word	headword_parented	matched_headword	matched_dezd_headword	hin gegangen, (50.16. si6s, sechzehn. s&’at, (ar. *l«cL.), Stunde. di s&’ati, zwei Stunden, 51.8. : . s.	to go	gitmek	Sia	210	363	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p210_r0361:entry	Simä	sima	şıma	sima	word	headword_parented	matched_headword	matched_dezd_headword	ihr.	1) you 2) your 3) you (rarely in polite phrases)	1) siz 2) sizin, size, sizi 3) siz (nadiren kibar ifadelerde)	Simä	210	361	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p210_r0365:entry	Sit	sit	şütene	sutene	word	headword_parented	matched_headword	manual_override	waschen; wusch	wash	yıkamak	Sit	210	365	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p211_r0393:entry	sür	sur	sur	sur	word	headword_parented	matched_headword	manual_override	Rot	red	kırmızı, al	. sür	211	393	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p207_r0282:entry	tu	tu	tı	ti	word	headword_parented	matched_headword	matched_dezd_headword	du.	you	sen, seni	tu	207	282	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p207_r0283:entry	tumäni	tumani	tumani	tumani	word	headword_parented	matched_headword	matched_dezd_headword	Hosen.	underpants	külotlar	tumäni	207	283	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p217_r0546:entry	va	va	vatene	vatene	word	headword_parented	matched_headword	manual_override	s. väna, väda	to say; to tell; to speak	söylemek, demek	va	217	546	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p218_r0554:entry	veng	veng	veng	veng	word	headword_parented	matched_headword	matched_dezd_headword	Stimme, Laut, Schrei, vetig ddna, (ich) schreie, rufe, veng kün’a, (ich) gebe einen Laut von mir. venge )föe inekiri, gebet kei- nen Laut von Euch, 50. s.	Sound, Audio, Voice	ses	veng	218	554	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p218_r0559:entry	ver	ver	ver	ver	word	headword_parented		matched_dezd_headword	Potipos. gegen, zu, nach, aus; s. vera. kaut ver, folgte, 70.8.		1) ön 2) dolayı, yüzünden 3) karşı	ver	218	559	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p218_r0561:entry	vera	vera	vera	vera	word	headword_parented	matched_headword	matched_dezd_headword	aus, heraus, entgegen, geraüte vera , nahm heraus 64.». ez vlst nierdumi tüe yau mer- dümi jföe verakiäün’a, zwan- zig der Deinigen tödte ich gegen einen der (Kernigen, 66,10-it.	against, toward, contrary to, compared with, versus, for	karşı, karşısında, önüne, öne doğru, yerine	vera	218	561	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p218_r0568:entry	verde	verde	verde	verde	word	headword_parented	matched_headword	matched_dezd_headword	s. verddna.	before	evvel	verde	218	568	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p218_r0569:entry	verde	verde	verde	verde	word	headword_parented	matched_headword	matched_dezd_headword	vor. tj verde, vor dir. velk = verg.	before	evvel	verde	218	569	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p218_r0564:entry	verg	verg	verg	verg	word	headword_parented	matched_headword	matched_dezd_headword	Wolf. Vgl. altb; vöhrka (vahrka), vb- rbka; cf. PZ.	wolf	kurt	verg	218	564	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p218_r0563:entry	veri	veri	vêr, veri	ver veri	word	headword_parented		matched_harun_headword	erst, zuerst. ez tüe veri eixöe kiäün’a, ich tödte dich selbst zuerst, 64.7. veri doan, einst, 65.».		ön, önü (bükümlü hali)	veri	218	563	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p217_r0547:entry	väda	vada	vatene	vatene	word	headword_parented	matched_headword	manual_override	(ich) spreche, sage	to say; to tell; to speak	söylemek, demek	väda	217	547	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p220_r0590:entry	wend	wend	wendene , wantene	wendene wantene	word	headword_parented	matched_headword	matched_dezd_headword	las. Vgl. Krm. yo6nd.	1) read 2) go to school, to study 3) to sing	1) okumak 2) okula gitmek 3) şarkısöylemek	wend	220	590	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p207_r0255:entry	ya	ya	a	a	word	headword_parented	matched_headword	matched_dezd_headword	sie (3. pcrs. sing.), 51.7. tide yai (yei), ihre Brust, ihre Brüste, 1.«. niyßrde yai, ihr Mann, bauke ye, ihr Vater (leur pere), 64 . 13-14 .	she	o	ya	207	255	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p207_r0272:entry	ye	ye	a	a	word	headword_parented	matched_headword	matched_dezd_headword	s. ya.	she	o	ye	207	272	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p207_r0277:entry	yemiS	yemis	yemiş	yemis	word	headword_parented		matched_harun_headword	Frucht.		yemiş	yemiS	207	277	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p207_r0276:entry	yere	yere	yere	yere	word	headword_parented	matched_headword	manual_override	Abend; Nachmittagszeit	afternoon; late afternoon prayer time	ikindi, öğle ile akşam arası vakit	yere	207	276	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p212_r0399:entry	zemän	zeman	zemun, zeman	zemun zeman	word	headword_parented		matched_harun_headword	Zeit.		zaman	zemän	212	399	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p212_r0398:entry	zer	zer	zêrr, zerr	zerr zerr	word	headword_parented	matched_headword	manual_override	Herz; Gemüt; Inneres	interior; heart; soul; belly	iç; gönül, kalp, yürek; karın; bağır	zer	212	398	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p212_r0395:entry	zere	zere	zerre	zerre	word	headword_parented	matched_headword	manual_override	innen; innere; herein	inside; interior	iç; içeri, içerisi	zere	212	395	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p212_r0403:entry	zime	zime	zıme	zime	word	headword_parented	matched_headword	manual_override	Erde; Feld	north; shady slope; earth, ground	kuzey; güneş almayan yamaç; yeryüzü, toprak	zime	212	403	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; missing_english; parented_but_needs_review	lerch_glossary_p212_r0407:entry	zozän	zozan	zuezun, zozan	zuezun zozan	word	headword_parented		matched_harun_headword	Sommerlager. S. Krm. zozän.		yayla	zozän	212	407	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p197_r0015:entry	äna	ana	ana	ana	word	headword_parented	matched_headword	manual_override	diese(r) hier, die hier, der hier	this; this is	bu, -dır, -dir, -dur, -dür	äna	197	15	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p197_r0016:entry	äna	ana	ardene	ardene	word	headword_parented	matched_headword	matched_dezd_headword	(ich) bringe, 84.16. änu, (er) bringe, 51.9. Vgl. Krm. ani.	bring, bring here	getirmek	äna	197	16	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p197_r0019:entry	äsma	asma	Aşme	asme	word	headword_parented	matched_headword	matched_dezd_headword	äsme, Monat, Mond; s. Abth. I, S. xv, xxv, Anm. 12 .	1) moon 2) month 3) girl name	1) ay (gökyüzü), 2) ay (takvim ayı) 3) bir kız ismi	äsma	197	19	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p205_r0207:entry	çene	cene	çene	cene	word	headword_parented	matched_headword	manual_override	Kinn	1) corner, edge 2) chin, mentum 3) talkativeness, loquacity	1) köşe 2) çene 3) çok konuşma huyu, gevezelik	çene	205	207	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p205_r0216:entry	çı	ci	çı	ci	word	headword_parented	matched_headword	manual_override	was	what	ne	çı	205	216	Confirm parent/variant relation and inherit or add reviewed public definitions.
4	not_qa_reviewed; parented_but_needs_review	lerch_glossary_p206_r0237:entry	çım	cim	çım	cim	word	headword_parented	matched_headword	manual_override	Auge	eye	göz	çım	206	237	Confirm parent/variant relation and inherit or add reviewed public definitions.
9		lerch_glossary_p198_r0041:entry	amá	ama	amayene	amayene	word	qa_reviewed	reviewed_manual	reviewed_qa	ich komme	to come / I come	gelmek / geliyorum	amd	198	41	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p200_r0079:entry	haul	haul			word	qa_reviewed	reviewed_manual	reviewed_qa	Lohn (?)	reward / pay	ödül / ücret	haul	200	79	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p200_r0091:entry	her	her	her	her	word	qa_reviewed	reviewed_manual	reviewed_qa	Esel	donkey	eşek	her	200	91	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p203_r0164:entry	kör	kor	kor	kor	word	qa_reviewed	reviewed_manual	reviewed_qa	blind	blind	kör	kör	203	164	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p217_r0520:entry	migal’e	migale			word	qa_reviewed	reviewed_manual	reviewed_qa	?	eyelash?	kirpik?	mjgal’e	217	520	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p214_r0441:entry	pero däna	pero dana			phrase	qa_reviewed	reviewed_manual	reviewed_qa	gebe einen Schlag	to strike / give a blow	vurmak / darbe vurmak	perp d;ina	214	441	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p214_r0454:entry	pili	pili	pil	pil	word	qa_reviewed	reviewed_manual	reviewed_qa	ältester, gross	oldest / big	en yaşlı / büyük	pili	214	454	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p201_r0114:entry	qandaüke	qandauke			word	qa_reviewed	reviewed_manual	reviewed_qa	wo nur, an welchem Orte	wherever / at which place	her nerede / hangi yerde	»; qandaüke	201	114	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p205_r0218:entry	tikarei	tikarei			word	qa_reviewed	reviewed_manual	reviewed_qa	was treibt ihr, was macht ihr?	what are you doing?	ne yapıyorsunuz?	tikarei	205	218	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p205_r0220:entry	tinau	tinau			word	qa_reviewed	reviewed_manual	reviewed_qa	wie ist?	how is it?	nasıl?	tinau	205	220	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p217_r0532:entry	vaištüra	vaistura	vaştüriye	vasturiye	word	qa_reviewed	reviewed_manual	reviewed_qa	Sichel	sickle	orak	vaiStüra	217	532	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p218_r0553:entry	ve ken’a	ve kena			phrase	qa_reviewed	reviewed_manual	reviewed_qa	(ich) berühre (?), thue an	to touch / put onto	dokunmak / üzerine koymak	ve kün’a	218	553	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p219_r0571:entry	venert	venert	vındetene	vindetene	word	qa_reviewed	reviewed_manual	reviewed_qa	stand, sass, blieb	stood / sat / remained	durdu / kaldı	venert	219	571	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p207_r0274:entry	yen’a	yena	amayene	amayene	word	qa_reviewed	reviewed_manual	reviewed_qa	ich komme	to come / I come	gelmek / geliyorum	ydn’a	207	274	Looks ready from this audit, pending broader editorial checks.
9		lerch_glossary_p198_r0040:entry	äbéra	abera			word	qa_reviewed	reviewed_manual	reviewed_qa	ich lasse fallen	to let fall / drop	bırakmak / düşürmek	;lbera	198	40	Looks ready from this audit, pending broader editorial checks.
